ID,Gene Symbol,RefSeq Transcript ID,Chromosome,DS_Cerebellum_1218,DS_Cerebellum_1389,DS_Cerebellum_1478,DS_Cerebrum_1218,DS_Cerebrum_1389,DS_Cerebrum_1478,DS_Cerebrum_847,Normal-Cerebellum-1390,Normal-Cerebellum-1411,Normal-Cerebellum-1521,Normal-Cerebrum-1390,Normal-Cerebrum-1411,Normal-Cerebrum-1521,Normal-Cerebrum-1565,,,,,,,,,,,,,,
204957_at,ORC5L,NM_002553 /// NM_181747,7,77.33823383,62.66118139,75.16503789,80.14386109,82.7151674,79.88373819,67.75803884,67.80595926,64.56319188,81.53853082,76.36713268,63.41270693,70.84234999,87.66200876,,,,,,,,,,,,,,
204926_at,INHBA,NM_002192,7,11.74846173,13.04441134,11.84593313,11.35188461,12.22896213,11.59949426,12.66960848,12.46447319,12.52622603,13.21129557,13.56540198,13.72676668,12.56736161,12.03863642,,,,,,,,,,,,,,
204884_s_at,HUS1,NM_004507,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204883_s_at,HUS1,NM_004507,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204873_at,PEX1,NM_000466,7,12.52952616,12.59273749,12.37931794,13.85341783,14.47468381,14.45793941,13.15400405,12.22938451,12.87472785,12.87472785,13.04441134,12.11405469,12.32819706,14.85853474,,,,,,,,,,,,,,
204871_at,MTERF,NM_006980,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204857_at,MAD1L1,NM_001013836 /// NM_001013837 /// NM_003550,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204834_at,FGL2,NM_006682,7,25.66357342,23.30245251,23.45982276,20.18749631,20.23933342,19.33724262,20.21662204,24.35759651,22.97288471,25.03926088,23.40962351,27.49181102,22.41045751,22.54897378,,,,,,,,,,,,,,
204766_s_at,NUDT1,NM_002452 /// NM_198948 /// NM_198949 /// NM_198950 /// NM_198952 /// NM_198953 /// NM_198954,7,44.70517375,39.74881607,43.33017641,72.60616699,61.21231424,58.77293188,40.80459866,43.65515331,49.12072355,44.15913907,68.08665516,70.5336695,58.28004769,59.75344368,,,,,,,,,,,,,,
204765_at,ARHGEF5,NM_001002861 /// NM_005435,7,145.775063,150.6795812,146.4881506,125.3988085,136.4113392,128.7938766,135.2486288,141.0125649,131.2223884,140.5520002,157.7088493,158.7188771,146.8520684,131.9648744,,,,,,,,,,,,,,
204738_s_at,KRIT1,NM_001013406 /// NM_004912 /// NM_194454 /// NM_194455 /// NM_194456,7,56.03630816,44.99896327,52.63060891,44.98960914,49.30116859,48.21732727,47.64391891,56.55214489,46.24546484,53.86216066,64.66217542,49.10539982,47.29514178,46.39122229,,,,,,,,,,,,,,
204729_s_at,STX1A,NM_004603,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204718_at,EPHB6,NM_004445,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204710_s_at,WIPI-2,NM_001033518 /// NM_001033519 /// NM_001033520 /// NM_015610 /// NM_016003,7,261.0206082,226.7517333,239.664104,187.3328288,222.7528675,207.2186704,197.5932674,219.885717,230.1706389,221.7668761,236.8155446,250.4848902,224.3597346,216.7682673,,,,,,,,,,,,,,
204702_s_at,NFE2L3,NM_004289,7,15.0730545,15.07901156,14.66271078,12.94497221,13.16230196,16.89260628,15.64370125,14.48180916,14.7668477,13.70138553,15.76550986,14.86317146,13.16659214,12.92766636,,,,,,,,,,,,,,
204692_at,LRCH4,NM_002319,7,184.3341793,186.0801223,202.4329298,155.640117,170.5392468,167.112958,165.8148923,192.6689294,179.3706698,203.1413148,196.5469367,245.0971814,209.4322814,173.80671,,,,,,,,,,,,,,
204688_at,SGCE,NM_003919,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204681_s_at,RAPGEF5,XM_499059,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204680_s_at,RAPGEF5,XM_499059,7,51.21271291,47.19557766,49.00578244,44.43516535,41.87971673,45.10013876,42.12106677,53.30577312,50.75084626,41.96602746,60.76631855,58.05666447,45.40596261,47.19557766,,,,,,,,,,,,,,
204658_at,TRA2A,NM_013293,7,157.3900066,155.6832828,139.1493225,224.2198478,249.2984328,260.9065814,162.0797405,156.9988328,181.0557164,159.2059224,191.17899,142.5011724,175.64273,204.6535809,,,,,,,,,,,,,,
204652_s_at,NRF1,NM_005011,7,35.32628549,41.84403339,48.78446156,41.20079246,45.47399752,44.62808066,37.28905257,47.00720664,44.56626034,49.3586091,47.82423388,73.10558845,43.77089581,44.72562825,,,,,,,,,,,,,,
204651_at,NRF1,NM_005011,7,74.8406389,83.15839302,83.81520766,93.94340612,95.03649831,89.65486744,78.3385119,89.43079966,90.40998597,67.8003119,88.26440835,69.55440499,78.82219153,81.27275302,,,,,,,,,,,,,,
204608_at,ASL,NM_000048 /// NM_001024943 /// NM_001024944 /// NM_001024946,7,40.52415401,35.63863647,48.46528447,31.26571964,31.71448662,30.97709108,41.63168545,43.67118668,40.52695345,45.02423956,36.03058592,39.73724343,36.98966113,32.92245213,,,,,,,,,,,,,,
204604_at,PFTK1,NM_012395,7,445.4471343,375.0216013,398.7884006,252.1205882,229.5333245,297.3915617,546.6410515,436.5157297,394.8633913,300.5768879,269.5427666,214.0553206,189.8215585,218.5742758,,,,,,,,,,,,,,
204573_at,CROT,NM_021151,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204525_at,PHF14,NM_001007157 /// NM_014660,7,12.93546449,12.34273395,11.89843583,13.11576356,12.1320376,15.50132846,14.11043013,11.88219917,12.22243621,12.1926512,14.06336522,12.01870824,12.05441748,12.12010211,,,,,,,,,,,,,,
204513_s_at,ELMO1,NM_014800 /// NM_130442,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204469_at,PTPRZ1,NM_002851,7,813.2471702,629.5598184,609.1695408,890.4185534,998.507686,674.9375057,1342.679874,677.3698723,943.8999638,550.9129118,834.0731098,666.5641773,664.8615837,694.9086602,,,,,,,,,,,,,,
204452_s_at,FZD1,NM_003505,7,45.5778228,45.40030514,44.1863825,36.57814973,39.82962935,36.80220334,44.74548574,45.5778228,41.86753753,49.73570303,40.78395579,45.5778228,39.6904487,38.57220632,,,,,,,,,,,,,,
204451_at,FZD1,NM_003505,7,64.87226111,53.36085948,53.98137286,53.42265911,53.13240736,43.93565245,59.94801693,62.56352392,63.08827601,58.83775175,58.36737274,57.67043725,54.08736807,45.83634871,,,,,,,,,,,,,,
204423_at,MKLN1,NM_013255,7,32.62260497,35.13458577,35.04847933,29.64136941,27.27599386,28.68332163,28.39195369,34.37576994,32.9334116,32.45705346,34.40938327,36.42583466,32.83176049,30.82438273,,,,,,,,,,,,,,
204403_x_at,KIAA0738,NM_014719,7,50.524099,38.83269898,42.66555654,47.17988767,45.47399752,43.63155412,39.72237865,48.76418159,49.23866826,42.08633233,74.77944183,50.11706933,46.43755152,43.42909261,,,,,,,,,,,,,,
204391_x_at,TRIM24,NM_003852 /// NM_015905,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204362_at,SCAP2,NM_003930,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204361_s_at,SCAP2,NM_003930,7,11.863271,11.06690527,11.8832694,10.32027812,9.66707953,10.40683954,12.47545094,11.09286409,11.03618759,10.84155602,13.16595244,13.2476076,10.73708175,11.34535612,,,,,,,,,,,,,,
204357_s_at,LIMK1,NM_002314 /// NM_016735,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204356_at,LIMK1,NM_002314 /// NM_016735,7,69.09646091,68.54882627,57.42194041,48.27786099,51.27700714,52.370047,49.27248155,59.80192888,63.58039115,68.43631519,65.26557023,82.23553582,65.82619078,61.26113278,,,,,,,,,,,,,,
204354_at,POT1,NM_015450,7,28.83821138,29.52223283,30.2184934,28.022618,31.12905378,27.31251188,24.8956153,30.40633544,27.22272995,27.31251188,28.63246669,25.24157631,24.14411699,24.85096663,,,,,,,,,,,,,,
204353_s_at,POT1,NM_015450,7,30.63205465,40.29838688,36.32623663,30.65010174,31.28610472,32.33153653,34.05417618,30.84875192,33.239576,30.02286974,35.22334848,33.70662401,26.69208135,33.64592872,,,,,,,,,,,,,,
204247_s_at,CDK5,NM_004935,7,228.1865909,204.857961,262.2646739,257.6770778,227.0285263,314.9087377,356.7178509,200.8535423,278.8160688,224.1343425,217.2346097,223.575732,268.8988902,271.551147,,,,,,,,,,,,,,
204244_s_at,ASK,NM_006716,7,17.060048,16.61782706,16.67379076,20.84284365,24.1690676,18.34582739,17.85096173,17.07424641,16.5537929,16.83579686,18.88488457,16.97041535,17.93703822,18.83533985,,,,,,,,,,,,,,
204215_at,C7orf23,NM_024315,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204202_at,IQCE,NM_152558,7,103.3145652,72.11213556,73.27453593,102.4552551,98.01088459,124.1568352,123.7779127,73.90397661,95.45704969,67.93296979,69.38924148,58.14970864,84.15867205,99.69990109,,,,,,,,,,,,,,
204169_at,IMPDH1,NM_000883 /// NM_183243,7,183.3097661,184.8703738,191.0517714,212.2219688,168.7390612,231.2645348,185.2757475,168.2870274,209.3887458,220.468698,184.7383772,229.4919818,207.9106776,226.1694055,,,,,,,,,,,,,,
204148_s_at,ZP3 /// POMZP3,NM_007155 /// NM_012230 /// NM_152992,7,103.8393727,33.61864984,39.31751039,145.9115282,37.85337684,42.07816777,68.98113579,40.44530013,52.39982739,29.95634956,46.27272598,51.27948161,34.74900642,43.87144161,,,,,,,,,,,,,,
204140_at,TPST1,NM_003596,7,65.20181456,67.79701782,65.86453736,65.60345287,57.77846245,60.10612217,83.07254557,65.20181456,66.39487471,61.89924628,63.21434687,71.04050419,60.13737979,62.29653751,,,,,,,,,,,,,,
204115_at,GNG11,NM_004126,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204105_s_at,NRCAM,NM_005010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204099_at,SMARCD3,NM_001003801 /// NM_001003802 /// NM_003078,7,343.4985035,321.6839616,363.9660089,316.6927607,693.9845833,369.6844149,503.6299015,316.7783946,351.1271268,315.710781,452.542634,307.4908197,333.6819738,365.5310655,,,,,,,,,,,,,,
204052_s_at,SFRP4,NM_003014,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204051_s_at,SFRP4,NM_003014,7,76.61420924,88.67034781,100.3467418,57.22881293,51.71998105,66.26568032,65.51257677,79.42438375,78.08752635,85.56566489,64.05193094,70.61437748,78.18987585,68.20001148,,,,,,,,,,,,,,
204003_s_at,NUPL2,NM_007342,7,82.15064107,92.85579669,82.6011609,91.98966187,101.6460186,102.7453999,78.31787845,80.47842503,82.04820508,83.40720479,105.2108876,80.09497728,76.63915587,93.43815759,,,,,,,,,,,,,,
204002_s_at,ICA1,NM_004968 /// NM_022307 /// NM_022308,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203985_at,ZNF212,NM_012256,7,145.2717164,126.0760029,129.6312749,156.8585304,133.8608228,126.4795169,136.8536314,123.1437877,165.6345729,156.0149104,115.2601598,152.0571483,131.982235,142.436002,,,,,,,,,,,,,,
203954_x_at,CLDN3,NM_001306,7,45.98558896,41.42327647,41.23363762,40.7949838,38.03907218,41.23363762,34.19467535,47.25548462,42.38113173,51.5496259,36.18324539,39.905344,40.7949838,38.42730834,,,,,,,,,,,,,,
203953_s_at,CLDN3,NM_001306,7,19.868208,16.17350155,17.33817341,15.31740431,14.12628414,15.09951177,16.12726385,20.56629193,19.09482492,20.13132014,16.65426573,19.22977841,17.80338807,14.96997642,,,,,,,,,,,,,,
203899_s_at,RCP9,NM_014478,7,162.5083331,147.9176205,177.1134762,147.6277459,159.3251524,138.7775197,152.7861691,139.5066277,150.516716,166.3144773,197.0229718,197.2347897,159.8106776,164.6341802,,,,,,,,,,,,,,
203898_at,RCP9,NM_014478,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203820_s_at,IMP-3,NM_006547,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203819_s_at,IMP-3,NM_006547,7,22.44807992,22.19956948,19.99378624,21.45571057,29.55438223,25.219886,19.21525455,22.26383491,24.76447119,21.50648901,29.17073501,29.34880456,19.99074004,24.74937426,,,,,,,,,,,,,,
203802_x_at,NSUN5,NM_018044 /// NM_148956,7,62.9471837,62.69028664,74.19037039,71.61699175,72.34592383,75.53167404,63.10971533,61.77665574,56.9486673,64.22663351,72.41917838,56.23903473,70.36811101,68.50844138,,,,,,,,,,,,,,
203789_s_at,SEMA3C,NM_006379,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203788_s_at,SEMA3C,NM_006379,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203775_at,SLC25A13,NM_014251,7,35.52419699,30.52902971,38.08365562,27.3214052,28.7583714,29.41988713,39.02887401,29.41417981,34.18970285,34.90350299,21.65878054,30.50745397,26.42002371,26.88071989,,,,,,,,,,,,,,
203773_x_at,BLVRA,NM_000712,7,226.8775269,233.8598136,243.2405535,243.2405535,237.8140447,278.3641445,176.3686129,216.1995731,247.9267555,228.7281437,268.1042708,254.2211352,236.6858836,233.4807574,,,,,,,,,,,,,,
203772_at,BLVRA,NM_000712,7,31.37557547,33.45268715,32.47888084,33.00814625,31.42084291,32.51785029,31.22262603,30.47068228,31.31713165,36.07530726,29.61282486,39.26630386,34.65928534,30.15237691,,,,,,,,,,,,,,
203771_s_at,BLVRA,NM_000712,7,24.79332413,17.89147031,21.46002973,22.4294128,22.16114031,25.07712705,20.96455323,17.71537645,25.56591659,24.90303847,34.00487891,27.97236126,24.6695589,25.88797209,,,,,,,,,,,,,,
203731_s_at,ZFP95,NM_014569 /// NM_145102,7,59.60782978,59.38020118,58.72405815,81.92886237,73.01546871,66.6346137,66.81313639,58.22875465,58.64149053,66.54877559,86.06053771,91.88898765,79.89757459,82.42386636,,,,,,,,,,,,,,
203730_s_at,ZFP95,NM_014569 /// NM_145102,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203696_s_at,RFC2,NM_002914 /// NM_181471,7,40.95790567,42.30070565,45.96966309,42.22893142,49.82058192,47.48433705,49.75156878,45.52792702,45.53077114,49.94852686,54.72052556,55.03433017,48.65309786,49.77433221,,,,,,,,,,,,,,
203695_s_at,DFNA5,NM_004403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203680_at,PRKAR2B,NM_002736,7,375.8048,372.7643237,398.2249293,711.5738722,590.1141315,930.6530696,625.8701592,404.2487714,441.579547,293.7774373,662.7496418,343.1034106,545.9368734,716.0962703,,,,,,,,,,,,,,
203630_s_at,COG5,NM_006348 /// NM_181733,7,77.2439431,96.27169609,101.0937635,85.04886903,100.3996231,101.0937635,68.33534863,107.7377452,87.60674398,81.23107368,113.3931804,93.10327684,83.06966263,91.55521068,,,,,,,,,,,,,,
203629_s_at,COG5,NM_006348 /// NM_181733,7,16.87493317,14.76674521,16.42919501,19.34930679,18.83337894,18.51689287,17.71549941,16.6489602,14.74915108,13.79888651,20.21970266,14.13362805,15.53381196,18.04103427,,,,,,,,,,,,,,
203572_s_at,TAF6,NM_005641 /// NM_139122 /// NM_139123 /// NM_139315,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203559_s_at,ABP1,NM_001091,7,29.68845203,29.60071031,28.56763913,32.14026649,30.67199126,30.24699194,28.97285295,30.27615778,30.27615778,28.96080877,35.22724875,33.22506628,32.5577704,29.35002683,,,,,,,,,,,,,,
203539_s_at,CHN2,NM_004067,7,39.56794156,38.01034205,37.73470652,41.54548563,35.97093669,37.20874505,37.43069772,42.59109385,33.60490762,38.34880798,46.8819302,40.90202108,46.21789896,34.78660627,,,,,,,,,,,,,,
203510_at,MET,NM_000245,7,22.77532744,25.54838039,25.01514814,20.27078496,21.83363039,20.35921452,21.96005858,22.85123464,24.49253523,27.7731703,22.99518846,28.2312297,21.48398884,21.95610321,,,,,,,,,,,,,,
203502_at,BPGM,NM_001724 /// NM_199186,7,32.40646913,35.78244388,33.9455314,29.82003506,31.21375239,33.21792908,39.59812385,31.17374919,37.35915975,29.51834955,23.0775789,26.42625058,26.17649142,29.54598272,,,,,,,,,,,,,,
203484_at,SEC61G,NM_001012456 /// NM_014302,7,230.6929572,171.8349902,202.4006159,269.6044232,285.057739,275.7371947,246.2415058,238.7869199,275.8347276,231.2532988,270.9232466,205.8457763,229.6447213,272.1616115,,,,,,,,,,,,,,
203462_x_at,EIF3S9,NM_003751 /// NM_182712,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203358_s_at,EZH2,NM_004456 /// NM_152998,7,21.47520688,21.82484978,22.73053678,39.55944182,47.72984998,26.42149078,16.58572152,20.81497586,22.40796888,21.54677382,29.07202918,22.82226556,23.87170946,26.26919495,,,,,,,,,,,,,,
203324_s_at,CAV2,NM_001233 /// NM_198212,7,14.04436925,14.7367863,14.35807123,13.05544677,14.4934594,15.38273287,13.31056523,15.29660828,15.39062569,14.69323297,10.47385067,13.2490767,13.69113444,14.44221438,,,,,,,,,,,,,,
203323_at,CAV2,NM_001233 /// NM_198212,7,31.43980156,33.53464032,35.64974601,32.94665053,35.12071142,37.69444341,28.97667405,32.15965922,31.77455414,34.64991599,24.12120112,26.4698885,30.24595225,31.14740398,,,,,,,,,,,,,,
203301_s_at,DMTF1,NM_021145,7,126.4926858,97.748324,100.1855168,184.1707269,151.5510432,167.0886568,114.5592454,106.345135,108.5969515,116.4946594,141.6925207,99.53553712,106.069047,119.0422552,,,,,,,,,,,,,,
203291_at,CNOT4,NM_001008225 /// NM_013316,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203234_at,UPP1,NM_003364 /// NM_181597,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203182_s_at,SRPK2,NM_182691 /// NM_182692,7,219.5187178,170.0930156,194.2417942,306.8883303,234.7481469,397.587869,295.5358957,217.1547828,230.9296769,183.4763354,246.1049758,143.0781729,223.7974556,308.0669988,,,,,,,,,,,,,,
203181_x_at,SRPK2,NM_182691 /// NM_182692,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106_s_at,VPS41,NM_014396 /// NM_080631,7,13.33818019,14.44892259,14.68284884,13.88167726,14.21941409,18.10165927,13.86859802,15.06229739,12.87669184,14.32685539,15.37164806,12.05993288,13.48421896,15.32292616,,,,,,,,,,,,,,
203065_s_at,CAV1,NM_001753,7,34.69606564,33.82246262,31.23712851,31.82701324,32.09039861,33.24694862,29.30530181,30.70027822,33.40263766,36.40942864,35.61937087,35.63690497,36.40942864,35.28883711,,,,,,,,,,,,,,
203030_s_at,PTPRN2,NM_002847 /// NM_130842 /// NM_130843,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203029_s_at,PTPRN2,NM_002847 /// NM_130842 /// NM_130843,7,288.8126753,201.6234961,266.8453811,313.8758492,267.8998291,362.1741529,521.9256245,219.1477678,269.6044232,217.3625951,245.6448469,239.00548,261.067717,319.9781973,,,,,,,,,,,,,,
202961_s_at,ATP5J2,NM_001003713 /// NM_001003714 /// NM_004889,7,569.8939231,647.1021306,605.87647,592.437762,644.7741901,698.918455,750.4955141,626.9600263,662.2994261,561.4447988,611.3988385,614.9519638,474.2749211,593.9223038,,,,,,,,,,,,,,
202904_s_at,LSM5,NM_012322,7,11.42807034,11.42783427,11.43861166,11.53191334,12.68243721,11.97206366,11.65284184,10.86209182,10.9998348,10.63626635,13.08480058,11.25153501,10.30126715,10.20631299,,,,,,,,,,,,,,
202903_at,LSM5,NM_012322,7,23.27920441,25.26835421,25.2603045,23.20317162,25.80269383,21.40713918,27.47314451,20.75518759,22.9875362,24.27922116,26.1726849,22.17496626,22.41076861,20.98301373,,,,,,,,,,,,,,
202894_at,EPHB4,NM_004444,7,108.8826423,88.26685892,84.00015915,82.23896061,96.4446952,65.07763029,89.50957823,90.06782695,82.81153837,93.12328101,102.4992869,108.2737835,101.6608355,83.26163715,,,,,,,,,,,,,,
202820_at,AHR,NM_001621,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202720_at,TES,NM_015641 /// NM_152829,7,19.03522689,19.71292854,16.85494419,14.38975458,15.71859151,15.36962357,17.22354121,18.55222157,16.28385213,18.21531333,15.01736758,15.97705998,15.0891547,15.02455151,,,,,,,,,,,,,,
202719_s_at,TES,NM_015641 /// NM_152829,7,56.86307014,51.02810488,55.58678201,45.81950528,50.87870816,49.1179961,50.72657996,57.06641115,51.19815798,62.58826017,62.88176457,48.10149519,54.46849866,47.57230732,,,,,,,,,,,,,,
202710_at,BET1,NM_005868,7,49.02616289,44.69557046,39.66954344,37.53123987,39.91447214,34.4296558,42.17541068,41.20306667,44.46381352,42.43080425,35.41086232,30.41561287,31.28284759,39.05945842,,,,,,,,,,,,,,
202695_s_at,STK17A,NM_004760,7,77.25144945,80.22278422,84.8851443,73.77499461,74.9865514,62.02078864,63.97028669,81.98227955,76.58499276,75.70412637,79.46568765,80.51077664,82.21901183,68.33912061,,,,,,,,,,,,,,
202694_at,STK17A,NM_004760,7,22.24779157,25.73839422,24.27618801,21.74678083,21.63926777,22.77328001,23.81403206,24.5499815,22.7987053,23.45169033,26.1358854,24.73771215,22.3313714,23.45461272,,,,,,,,,,,,,,
202693_s_at,STK17A,NM_004760,7,53.53424519,47.81097382,56.47655087,61.78051492,64.55425133,44.80475572,42.83654351,57.3125738,56.3244744,47.99625162,46.94176486,47.24271017,49.27485928,51.38480783,,,,,,,,,,,,,,
202676_x_at,FASTK,NM_006712 /// NM_033015,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202642_s_at,TRRAP,NM_003496,7,134.1032307,112.192326,139.1165345,155.5527417,175.383598,163.3225449,126.7814494,126.727866,116.1270305,111.3640656,123.2821276,117.0052937,136.276237,151.4649122,,,,,,,,,,,,,,
202628_s_at,SERPINE1,NM_000602,7,50.47614514,56.16580842,57.79127785,48.76248928,51.59501833,48.63489786,48.48880557,48.84333411,59.52980393,53.39563283,64.79406834,62.7133111,50.2119915,48.8077988,,,,,,,,,,,,,,
202627_s_at,SERPINE1,NM_000602,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202605_at,GUSB,NM_000181,7,126.737542,96.02779046,117.1586915,131.7290747,147.2782121,92.4569727,89.82280418,128.7974098,117.5727518,114.4275169,105.0192483,88.44815589,104.2822637,98.35590765,,,,,,,,,,,,,,
202591_s_at,SSBP1,NM_003143,7,175.213488,132.320262,134.3823604,226.1098351,244.2525808,198.8256069,205.7587769,131.709919,191.9051972,145.7619101,125.4544836,73.6656404,150.298826,157.1490772,,,,,,,,,,,,,,
202518_at,BCL7B,NM_001707 /// NM_138707,7,67.10600027,76.59349832,63.46195888,85.23003525,87.89747662,82.47185454,75.15462921,60.54475088,75.10047273,73.40924223,63.91267587,78.48037473,86.72284537,74.98863332,,,,,,,,,,,,,,
202487_s_at,H2AFV,NM_012412 /// NM_138635 /// NM_201436 /// NM_201516 /// NM_201517,7,298.184271,258.672041,307.1564312,252.3355891,385.6880065,192.2527174,201.3790746,315.4810898,319.6989049,318.0831367,302.0240592,278.8103553,232.2653457,201.8989751,,,,,,,,,,,,,,
202465_at,PCOLCE,NM_002593,7,110.8818988,63.07297262,89.11089972,80.82333418,92.63977211,58.4767034,75.199951,105.6127379,128.934984,131.0651313,66.33646162,90.59125332,85.21764131,93.67421628,,,,,,,,,,,,,,
202404_s_at,COL1A2,NM_000089,7,505.2207597,55.03929623,124.7996417,198.0539652,448.6386476,30.68262751,86.27077201,391.4950318,847.4884096,752.4959906,71.80487564,129.3108872,241.5888346,313.3171791,,,,,,,,,,,,,,
202403_s_at,COL1A2,NM_000089,7,1355.960906,213.9841587,457.4402607,476.1789358,1108.81307,82.58227063,277.2089481,1255.459411,1766.404593,2025.272149,263.3521971,343.6438559,667.7663995,739.1894803,,,,,,,,,,,,,,
202367_at,CUTL1,NM_001913 /// NM_181500 /// NM_181552,7,191.9664152,166.6191248,182.1558938,141.8163517,156.5380955,110.7213847,194.1274226,177.7234495,178.7154035,189.0455556,196.5196544,152.4835784,174.9222628,140.9275789,,,,,,,,,,,,,,
202314_at,CYP51A1,NM_000786,7,43.22188451,38.15922941,31.34492576,64.95280235,52.56388777,84.13708962,50.73607044,37.99584698,49.78018923,38.57702568,49.54095957,38.4611458,50.11741719,56.85636098,,,,,,,,,,,,,,
202290_at,PDAP1,NM_014891,7,75.01151347,65.71769229,70.22487173,71.90200854,80.55376372,79.65041271,69.32338217,67.87930565,72.05517007,68.19859139,85.25663196,85.23240157,76.92602906,82.1694326,,,,,,,,,,,,,,
202276_at,SHFM1,NM_006304,7,151.8233787,127.5580289,120.3356369,153.759334,176.8509468,150.8227314,155.3792682,142.6998341,166.4840361,139.9056294,172.4004571,144.8915999,143.82593,153.3314646,,,,,,,,,,,,,,
202185_at,PLOD3,NM_001084,7,188.9328698,166.349057,186.9579259,149.3579296,147.8182128,159.9890987,156.1512067,183.969169,182.8326577,188.7365175,134.8853761,179.8374958,154.6561219,166.8548837,,,,,,,,,,,,,,
202147_s_at,IFRD1,NM_001007245 /// NM_001550,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202146_at,IFRD1,NM_001007245 /// NM_001550,7,52.96765796,36.36150478,47.81230125,70.70840423,63.65225924,79.25335773,77.90423725,40.2425509,60.53048461,61.99672748,41.88958725,37.80696362,48.93076538,64.7083555,,,,,,,,,,,,,,
202138_x_at,JTV1,NM_006303,7,218.9731306,264.1987397,269.3783588,293.606399,242.4746284,280.6600556,252.1730085,200.3432204,234.3335698,239.2723974,234.0333278,243.6472117,249.6338521,227.2064339,,,,,,,,,,,,,,
202111_at,SLC4A2,NM_003040,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202031_s_at,WIPI-2,NM_001033518 /// NM_001033519 /// NM_001033520 /// NM_015610 /// NM_016003,7,190.5347373,172.7210479,167.6362329,223.6610241,220.832687,234.6977198,230.7425239,174.0683448,203.3568876,183.7333961,191.5184852,209.5818526,213.4345492,210.4917524,,,,,,,,,,,,,,
202016_at,MEST,NM_002402 /// NM_177524 /// NM_177525,7,954.5057743,547.2437536,788.8022723,402.7889009,309.4023245,274.5738415,835.2185042,991.2328415,717.0350963,754.4858395,279.348119,275.2864393,243.3939964,258.1291998,,,,,,,,,,,,,,
202006_at,PTPN12,NM_002835,7,97.84390432,92.3109563,93.64499361,123.7315694,166.9601405,125.192119,93.3035429,93.2311313,99.96631607,94.1200292,99.96562222,96.16967304,106.8053499,109.8841881,,,,,,,,,,,,,,
201984_s_at,EGFR,NM_005228 /// NM_201282 /// NM_201283 /// NM_201284,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201983_s_at,EGFR,NM_005228 /// NM_201282 /// NM_201283 /// NM_201284,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201973_s_at,C7orf28A,NM_015622,7,279.3305769,317.3189033,260.6192342,391.5791484,356.1916899,410.6882964,349.3987093,226.0988496,372.4724412,274.3682751,308.8430421,250.351303,340.6932783,363.5550645,,,,,,,,,,,,,,
201954_at,ARPC1B,NM_005720,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201889_at,FAM3C,NM_014888,7,261.9704626,127.2313265,200.8382078,211.6196633,193.8477467,256.7801307,271.6094925,227.8878224,252.771488,191.9610856,177.7936587,89.16897007,159.404636,191.2465501,,,,,,,,,,,,,,
201876_at,PON2,NM_000305 /// NM_001018161,7,423.2951457,394.3437833,368.2215559,213.3502657,282.5829167,115.936428,731.3763168,309.9497114,377.0023531,277.8437024,198.346593,149.9762257,108.1882519,98.09242279,,,,,,,,,,,,,,
201841_s_at,HSPB1,NM_001540,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
