ID,Gene Symbol,RefSeq Transcript ID,Chromosome,DS_Cerebellum_1218,DS_Cerebellum_1389,DS_Cerebellum_1478,DS_Cerebrum_1218,DS_Cerebrum_1389,DS_Cerebrum_1478,DS_Cerebrum_847,Normal-Cerebellum-1390,Normal-Cerebellum-1411,Normal-Cerebellum-1521,Normal-Cerebrum-1390,Normal-Cerebrum-1411,Normal-Cerebrum-1521,Normal-Cerebrum-1565,,,,,,,,,,,,,,
214120_at,RFPL1S,---,22,200.9649686,152.9005914,212.6725557,219.2662267,183.0215976,306.0364698,330.8720428,152.3166488,196.2447045,171.2096296,125.7356407,148.1690281,157.2286185,185.3656653,,,,,,,,,,,,,,
214024_s_at,DGCR6L,NM_033257,22,32.42512223,34.93109706,31.32190377,36.36276671,38.29488851,32.49982057,34.93109706,31.97206886,33.4028695,31.07257883,54.71406919,35.95623293,39.51586032,32.75651574,,,,,,,,,,,,,,
213998_s_at,DDX17,NM_006386 /// NM_030881,22,33.78615056,119.0521707,37.50055063,24.08110889,194.623198,32.08128895,23.68710574,44.76347302,45.72685608,26.71669788,37.80250284,70.41543359,30.97967129,34.33932918,,,,,,,,,,,,,,
213996_at,YPEL1,NM_013313,22,156.1945142,114.4013103,143.6037707,160.3910626,141.188617,231.193994,112.8615235,144.2902598,121.2246925,116.4462319,198.924862,141.458975,189.7741961,211.30012,,,,,,,,,,,,,,
213901_x_at,RBM9,NM_001031695 /// NM_014309,22,255.3248365,194.2189402,285.684781,253.5981002,250.2784147,412.828774,192.0315878,298.6515922,317.1299663,261.0713411,493.970246,490.0890622,386.1826791,396.4019569,,,,,,,,,,,,,,
213898_at,RBM9,NM_001031695 /// NM_014309,22,25.75230694,28.48835051,24.82565669,24.65913247,24.15349539,26.28832067,25.20014661,21.38918921,26.35016177,26.30016613,30.05847511,30.56015428,30.48272972,23.54060987,,,,,,,,,,,,,,
213854_at,SYNGR1,NM_004711 /// NM_145731 /// NM_145738,22,114.9059589,125.7164839,131.8405378,105.6244324,120.9376724,102.0328703,112.868574,109.6392011,107.236326,128.2379826,150.5000511,154.7933799,125.0620105,129.2105308,,,,,,,,,,,,,,
213784_at,RABL4,NM_006860,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213783_at,MFNG,NM_002405,22,69.94553207,61.67097935,65.43224972,67.02837168,60.15071841,58.23360476,68.28563216,61.45379039,64.32019005,75.10568555,74.2556993,87.42416653,84.75461558,68.28563216,,,,,,,,,,,,,,
213779_at,EMID1,NM_133455,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213682_at,NUP50,NM_007172 /// NM_153645 /// NM_153684,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213660_s_at,TOP3B,NM_003935,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213651_at,PIB5PA,NM_001002837 /// NM_014422,22,121.4181298,121.4181298,125.4057717,114.7006787,119.1173897,116.112523,203.9299465,108.3458457,112.734877,112.638003,139.0027791,121.4181298,124.7866491,127.8412805,,,,,,,,,,,,,,
213634_s_at,TRMU,NM_001008568 /// NM_001008569 /// NM_001008570 /// NM_001008571 /// NM_018006,22,59.89317729,49.82782776,53.92229522,54.96076504,56.16191015,55.58024181,54.93143552,54.5028589,63.42413064,65.37740614,58.25056408,65.59892125,65.32077337,53.72717403,,,,,,,,,,,,,,
213633_at,SH3BP1,NM_018957,22,75.36432226,78.31409926,77.9631212,76.25128993,74.95017668,67.56761117,72.47291038,73.42351032,77.66378078,89.75250063,81.39961434,103.9488451,88.79889425,75.01565396,,,,,,,,,,,,,,
213609_s_at,SEZ6L,NM_021115,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213608_s_at,LOC402055,NM_001013694,22,75.89590924,86.08858864,89.6337419,76.47518893,74.8925287,70.62268677,84.6688833,79.41501262,72.09564406,76.60147313,74.32572857,77.43263965,79.41942242,76.76304676,,,,,,,,,,,,,,
213603_s_at,RAC2,NM_002872,22,94.1454793,106.6108063,89.52383912,74.97720825,84.50530352,76.89351676,87.7410562,104.5312067,100.8753429,91.40744612,106.5664875,101.3933897,93.48610034,83.95941208,,,,,,,,,,,,,,
213579_s_at,EP300,NM_001429,22,23.92853001,19.31647562,26.87848996,31.83517735,27.68783096,28.84201472,20.96484425,25.61504981,25.66801852,24.96612587,25.46970045,27.76469887,31.73933921,31.2811106,,,,,,,,,,,,,,
213502_x_at,LOC91316,XM_498877,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213431_x_at,SFI1,NM_001007467 /// NM_014775,22,87.3363401,75.25731327,102.9899593,89.28711302,80.26837662,78.35751917,80.4979515,93.64239373,88.51743774,89.8913207,114.2856272,87.86886532,93.45369304,86.47671795,,,,,,,,,,,,,,
213395_at,MLC1,NM_015166 /// NM_139202,22,317.1981048,324.1009875,348.3611398,125.3206231,225.413497,58.53469568,400.1618154,250.9802142,213.8091842,247.2574378,129.1013338,148.1577159,104.4479066,82.42386636,,,,,,,,,,,,,,
213383_at,SAPS2,NM_014678,22,62.25337493,49.6695654,55.23879924,68.61347349,63.38062672,71.67806458,53.76106663,54.70079714,61.73856691,60.08238678,70.70548299,78.18661968,77.78984225,97.56015198,,,,,,,,,,,,,,
213323_s_at,ZC3H7B,NM_017590,22,173.7284283,195.8194087,191.3009189,184.5630368,185.510863,171.3247681,196.500624,185.8584136,171.6421672,176.290401,249.1136009,202.2519582,216.8389216,212.5487369,,,,,,,,,,,,,,
213254_at,TNRC6B,NM_001024843 /// NM_015088,22,122.586833,89.14919657,112.8364961,100.3307569,125.3805733,100.4601688,116.1213885,109.2432231,101.6544851,102.1850102,109.9016951,104.2670992,106.9334992,103.2136408,,,,,,,,,,,,,,
213132_s_at,MT,NM_014507 /// NM_173467,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213058_at,KIAA1043,---,22,176.1865412,169.771467,191.7030947,726.133151,568.4066898,745.8904664,147.1496119,168.320849,194.4061527,217.567586,458.2813603,573.8143172,613.874449,690.42924,,,,,,,,,,,,,,
213040_s_at,NPTXR,NM_014293 /// NM_058178,22,120.7333079,104.4240201,132.4909357,102.3090698,113.4930296,140.2833292,182.8326577,92.13325157,133.6234904,98.07815843,99.11490226,105.596647,116.3768209,112.5825827,,,,,,,,,,,,,,
212966_at,HIC2,NM_015094,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212965_at,HIC2,NM_015094,22,49.79572353,40.51460523,49.37503996,51.23614488,51.35098759,49.50148075,50.03376895,46.46749067,51.35098759,53.2315627,56.28972854,62.25940396,63.05898598,53.77187128,,,,,,,,,,,,,,
212964_at,HIC2,NM_015094,22,134.5109614,105.9456104,114.9386251,197.5508216,143.4098228,151.0570571,120.2030665,120.5151076,128.5592813,123.0030418,131.2651596,107.44689,136.524869,149.5381731,,,,,,,,,,,,,,
212914_at,CBX7,NM_175709,22,91.45688605,84.41806561,91.39605697,81.35165853,81.46959498,90.8396333,81.39170493,91.22894783,97.52362476,91.22894783,89.9361951,105.3919034,89.7350594,85.04060503,,,,,,,,,,,,,,
212856_at,DIP,NM_015124,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212748_at,MKL1,NM_020831,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212725_s_at,TI-227H /// TUG1,NR_002323,22,431.0435749,285.1644124,416.8689773,482.5617832,514.1054195,455.649424,366.2334314,389.2005982,410.9161313,425.8789638,418.9516522,328.5797571,390.3515479,410.0426819,,,,,,,,,,,,,,
212715_s_at,MICAL3,XM_032996 /// XM_032997,22,75.01877808,60.18908092,78.05449735,106.4063119,79.5483336,150.9702089,72.28679058,85.12966802,62.24430163,55.84127006,59.35057295,75.0593538,103.6502658,139.1685942,,,,,,,,,,,,,,
212682_s_at,BC002942,NM_033200,22,318.738575,292.7488295,291.3784583,311.3989846,316.037142,285.4037245,308.0989725,320.3888041,306.5886431,333.6217619,393.5518648,352.0216476,347.7555712,316.037142,,,,,,,,,,,,,,
212597_s_at,HMG2L1,NM_001003681 /// NM_005487 /// NM_014250,22,59.84754558,43.02997019,59.84754558,85.95799922,93.86528572,74.70691092,63.71009859,57.95375035,61.34015061,57.67842441,58.39610483,47.87398789,64.76533495,68.75297148,,,,,,,,,,,,,,
212596_s_at,HMG2L1,NM_001003681 /// NM_005487 /// NM_014250,22,115.2314012,113.6473443,121.6388093,124.8766766,149.38691,143.7362555,105.0177904,109.5981877,149.833879,128.2309045,157.1676211,146.3896551,122.5443378,124.7261172,,,,,,,,,,,,,,
212528_at,D15Wsu75e,NM_015704,22,186.4544975,158.6078068,181.8077554,150.5261187,152.3684107,181.0557164,213.5336866,172.4518621,182.8744797,189.7189444,154.4279521,120.2030665,141.0252892,159.7143095,,,,,,,,,,,,,,
212527_at,D15Wsu75e,NM_015704,22,57.04545987,76.53671127,66.44552049,53.10073634,56.03164106,56.07632786,66.42755845,55.49901269,64.5090554,75.19110315,63.87324895,77.82705492,63.45799466,59.25357048,,,,,,,,,,,,,,
212480_at,KIAA0376,NM_015330,22,126.3796035,99.53691886,124.8264562,130.2834333,146.5876814,127.3389417,114.3545468,123.7787718,130.9171058,120.7768517,133.9898546,136.2356153,135.4447003,133.7384129,,,,,,,,,,,,,,
212421_at,C22orf9,NM_001009880 /// NM_015264,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212393_at,SBF1,NM_002972,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212389_at,SBF1,NM_002972,22,33.5585899,30.78274186,29.1129628,29.96590567,29.36142739,31.68482534,32.3907493,33.7428506,39.45783501,41.84054832,40.8861395,40.05416036,40.80008087,35.48900198,,,,,,,,,,,,,,
212337_at,TI-227H /// TUG1,NR_002323,22,397.6541052,360.2339198,431.7853299,382.9600048,451.1334557,447.4926975,348.1801872,490.3745601,402.7777182,415.2194067,320.2111627,389.1869628,434.4873134,455.8166213,,,,,,,,,,,,,,
212144_at,UNC84B,NM_015374,22,277.9285685,287.3987888,310.8231485,416.144319,455.3146116,393.8956759,237.5833814,324.2044832,383.0397556,333.7653619,410.7081149,391.2290834,382.7876481,438.7362907,,,,,,,,,,,,,,
212127_at,RANGAP1,NM_002883,22,227.0348295,187.6200338,249.1775023,233.8095772,230.0175496,264.2738478,252.8801206,201.9647829,212.2734602,170.3407838,264.4258759,233.3966577,241.0418466,218.6788362,,,,,,,,,,,,,,
212125_at,RANGAP1,NM_002883,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212104_s_at,RBM9,NM_001031695 /// NM_014309,22,422.6970474,349.5440167,476.4197971,407.5603312,362.9734673,611.3778227,242.0078486,521.2205517,563.3705764,414.0928445,644.9306316,803.9154055,551.0272742,542.8614513,,,,,,,,,,,,,,
212100_s_at,POLDIP3,NM_032311 /// NM_178136,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212039_x_at,RPL3,NM_000967 /// NM_001033853,22,4688.463738,3960.590804,4852.458503,4213.490318,4468.577286,3904.439169,3150.794649,4946.524923,4488.133373,4830.309043,4696.597008,5203.980557,3965.261621,3704.851018,,,,,,,,,,,,,,
211926_s_at,MYH9,NM_002473,22,131.8240672,115.6498875,132.4845424,118.6534483,144.8253362,121.8236059,132.2303749,138.3990253,138.0091554,133.7931032,137.0672507,119.7764175,168.5251464,125.5710544,,,,,,,,,,,,,,
211894_x_at,SEZ6L,NM_021115,22,117.1586915,121.5090603,140.6533551,97.1208971,115.8183504,96.02179199,126.4120218,126.7410607,113.9178531,121.2743055,164.7460402,130.0046963,107.1241703,104.4479066,,,,,,,,,,,,,,
211881_x_at,IGLJ3,---,22,32.36853181,32.06927749,36.96709926,36.82644162,35.82264193,36.44250101,34.41749312,33.97990327,36.25630621,31.88221433,44.15484823,41.93433137,42.07058881,39.05674744,,,,,,,,,,,,,,
211830_s_at,CACNA1I,NM_001003406 /// NM_021096,22,99.26341301,108.4457666,116.6756899,102.2459567,86.26418551,94.76022986,96.9487358,109.2863794,110.3903259,120.2664117,106.7298675,120.0765159,110.5564988,99.34944102,,,,,,,,,,,,,,
211798_x_at,IGLJ3,---,22,30.54681418,28.82742367,31.06912828,33.65409222,27.88157138,31.2033755,28.9004528,28.72291048,30.59703394,30.32235448,40.59977991,40.49467121,31.37448661,30.417714,,,,,,,,,,,,,,
211754_s_at,SLC25A17,NM_006358,22,25.64241038,25.78750094,24.2997571,31.28826599,27.19726962,36.94814131,27.75238642,25.96164508,26.91055305,25.61256932,31.22695026,23.59419353,29.84402452,26.86730754,,,,,,,,,,,,,,
211725_s_at,BID,NM_001196 /// NM_197966 /// NM_197967,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211666_x_at,RPL3,NM_000967 /// NM_001033853,22,2763.345872,2457.881772,2995.331704,2469.664993,3095.16456,2510.744548,1930.554665,3272.096636,3333.68005,3286.190572,4066.297475,3853.890426,2385.209266,2670.325884,,,,,,,,,,,,,,
211655_at,IGLC2,---,22,12.51503193,12.47034932,12.23116516,12.50549278,12.39108072,12.51503193,11.57170921,12.314532,11.38821702,11.77144874,14.96572187,12.540126,13.89592618,12.23116516,,,,,,,,,,,,,,
211521_s_at,PSCD4,NM_013385,22,69.80024607,72.60866279,74.11429538,74.53209885,69.53125891,65.82118692,88.05909452,74.11429538,66.86456532,76.06021793,92.32950853,80.41652499,75.64432335,72.4990485,,,,,,,,,,,,,,
211507_s_at,MTMR3,NM_021090 /// NM_153050 /// NM_153051,22,84.97519599,71.21404657,80.82782218,78.04260518,86.24924657,65.63166871,74.88785046,91.21061675,75.73245612,83.19355424,82.0408292,80.65601338,84.22871401,89.23451036,,,,,,,,,,,,,,
211500_at,MAPK11,NM_002751 /// NM_138993,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211499_s_at,MAPK11,NM_002751 /// NM_138993,22,134.4112338,127.485576,126.3831123,137.8007631,134.4112338,135.1877135,141.37372,134.4112338,136.3433207,132.9601497,188.212685,190.2022038,143.2518323,156.8280487,,,,,,,,,,,,,,
211472_at,PLXNB2,XM_371474,22,55.73609299,52.53620197,54.8933759,51.45608653,48.66828044,45.6094236,48.07716085,52.67768446,48.84502922,59.43331392,62.42275928,63.53633904,58.12069437,48.9545124,,,,,,,,,,,,,,
211471_s_at,RAB36,NM_004914,22,109.035193,110.6761254,104.1883484,96.16700307,101.0216165,89.68841779,89.14919657,126.0454205,100.5660787,102.4587769,124.9849027,97.78965418,104.6189301,91.0754183,,,,,,,,,,,,,,
211451_s_at,KCNJ4,NM_004981 /// NM_152868,22,25.28868196,22.82748604,25.6097251,28.43922297,24.55355201,27.14642039,27.25804146,25.29201717,24.91858328,26.87085095,32.7367631,31.23106865,30.96100034,28.54923291,,,,,,,,,,,,,,
211436_at,XRCC6,NM_001469,22,14.46204722,16.87013722,15.65140206,15.79088335,14.2160612,13.38782846,14.46295066,14.49275524,14.38466885,15.12601547,17.46712454,17.52496948,15.42426635,15.48092741,,,,,,,,,,,,,,
211417_x_at,GGT1,NM_001032364 /// NM_001032365 /// NM_005265 /// NM_013430,22,47.59967412,51.51818317,48.15521414,44.5742889,46.70839449,41.82518704,46.80691537,53.82781293,50.73360543,49.15512196,53.42970479,47.98029545,54.5731776,46.33434054,,,,,,,,,,,,,,
211393_at,ZNF278,NM_014323 /// NM_032050 /// NM_032051 /// NM_032052,22,93.66771468,93.85945335,96.6628829,91.63964661,88.21488648,90.38865262,88.67219418,98.16656598,88.53095533,86.28274875,123.4078146,132.221241,107.5937307,93.63719418,,,,,,,,,,,,,,
211392_s_at,ZNF278,NM_014323 /// NM_032050 /// NM_032051 /// NM_032052,22,111.2706865,95.25017798,112.8020785,113.6481332,125.4049013,128.8563826,102.3934731,131.8021532,113.3232296,136.6934208,136.6716459,146.3196595,145.4026641,132.0335014,,,,,,,,,,,,,,
211391_s_at,ZNF278,NM_014323 /// NM_032050 /// NM_032051 /// NM_032052,22,97.7950843,85.85737067,108.0061815,109.6194533,122.1339196,111.2336949,86.48752267,110.0831768,102.8002587,110.6239374,118.0234562,101.3694982,118.1806497,130.8772165,,,,,,,,,,,,,,
211274_at,TBX1,NM_005992 /// NM_080646 /// NM_080647,22,27.03300471,31.90277993,28.1968102,30.06202207,28.22418572,31.56054223,28.47354311,30.6292908,28.38309652,32.97018019,33.09267431,34.1007158,32.64477026,29.03075012,,,,,,,,,,,,,,
211273_s_at,TBX1,NM_005992 /// NM_080646 /// NM_080647,22,11.77969208,11.72958378,12.51503193,12.52883252,12.44936292,12.06620453,12.1292631,12.36439673,12.19425722,12.51503193,13.49309979,12.5909916,13.67245146,12.51503193,,,,,,,,,,,,,,
211177_s_at,TXNRD2,NM_006440 /// NM_145747 /// NM_145748,22,123.5661757,120.5911319,126.5944041,131.2432951,141.0243104,125.1626197,137.1441972,123.4497524,141.0243104,131.2096379,176.9698792,195.1662913,136.914347,137.5268962,,,,,,,,,,,,,,
211147_s_at,P2RXL1,NM_005446,22,54.79376913,47.63499109,54.38625184,53.20057108,54.34668385,51.38302458,53.95146039,52.25836574,54.18381026,48.73513047,61.65090498,62.5808755,54.77819645,55.40138315,,,,,,,,,,,,,,
211092_s_at,NF2,NM_000268 /// NM_016418 /// NM_181825 /// NM_181826 /// NM_181827 /// NM_181828 /// NM_181829 /// NM_181830 /// NM_181831 /// NM_181832 /// NM_181833 /// NM_181834 /// NM_181835,22,18.59638043,19.4535293,18.17054585,18.22643055,17.65922588,19.03113786,18.31457177,19.81443309,19.00253295,17.55317181,23.64904815,19.46202485,17.76197521,18.7743363,,,,,,,,,,,,,,
211091_s_at,NF2,NM_000268 /// NM_016418 /// NM_181825 /// NM_181826 /// NM_181827 /// NM_181828 /// NM_181829 /// NM_181830 /// NM_181831 /// NM_181832 /// NM_181833 /// NM_181834 /// NM_181835,22,15.86076049,15.54695339,15.38902594,15.56474553,15.12591048,16.84887304,15.13377407,15.71009433,15.34854611,17.34141723,17.15420181,16.38257285,15.38689237,14.67542085,,,,,,,,,,,,,,
211073_x_at,RPL3,NM_000967 /// NM_001033853,22,4640.293376,4563.104145,4964.732089,4329.245167,4773.724463,4060.946559,3757.871441,5138.743533,4790.630515,4968.17268,5441.918788,3819.848279,4243.678883,4107.941671,,,,,,,,,,,,,,
211040_x_at,GTSE1,NM_016426,22,248.7236309,255.0117746,242.7235178,271.3950223,310.6959914,227.5232589,236.1549919,270.9250375,240.3411447,222.0868327,369.3385418,283.7074286,271.2445457,254.4943623,,,,,,,,,,,,,,
211017_s_at,NF2,NM_000268 /// NM_016418 /// NM_181825 /// NM_181826 /// NM_181827 /// NM_181828 /// NM_181829 /// NM_181830 /// NM_181831 /// NM_181832 /// NM_181833 /// NM_181834 /// NM_181835,22,15.73352465,13.69701843,15.84702382,16.20155304,14.73004669,14.77575525,15.19442435,14.42080717,17.00232144,17.46724578,17.57314081,20.89216474,15.62614423,16.24428256,,,,,,,,,,,,,,
210873_x_at,APOBEC3A,NM_145699,22,13.06486132,13.48973312,12.70628147,12.66205851,13.0409756,13.5318769,12.94587074,12.53308813,12.30429366,13.78005649,14.77923771,13.29360102,13.21019524,13.11249105,,,,,,,,,,,,,,
210803_at,TXNRD2,NM_006440 /// NM_145747 /// NM_145748,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210767_at,NF2,NM_000268 /// NM_016418 /// NM_181825 /// NM_181826 /// NM_181827 /// NM_181828 /// NM_181829 /// NM_181830 /// NM_181831 /// NM_181832 /// NM_181833 /// NM_181834 /// NM_181835,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210647_x_at,PLA2G6,NM_001004426 /// NM_003560,22,182.5857282,206.22563,193.7094044,209.5324685,209.3379542,196.1889307,220.1678818,201.1991117,193.1141247,193.4919713,253.1748335,249.3762284,286.6307732,229.3663306,,,,,,,,,,,,,,
210613_s_at,SYNGR1,NM_004711 /// NM_145731 /// NM_145738,22,35.12679456,28.60489371,29.58328111,28.15072539,31.4482925,28.35006602,30.51993961,28.48045165,34.53841166,35.80451941,34.96573879,38.40626866,32.93888725,28.25041129,,,,,,,,,,,,,,
210584_s_at,POLDIP3 /// dJ222E13.2,NM_032311 /// NM_178136 /// NR_002184,22,16.42452574,19.67293152,18.00829792,18.28653619,18.42790587,16.43136178,18.28653619,18.03465511,17.64013853,18.39931368,23.95325784,20.62739722,19.25805068,17.74105864,,,,,,,,,,,,,,
210583_at,POLDIP3,NM_032311 /// NM_178136,22,70.36518057,77.39668996,69.59202517,66.13490115,75.16399447,76.1134816,86.792583,66.81081772,77.97716616,80.26561753,79.38530531,100.0473978,78.9988667,72.74873295,,,,,,,,,,,,,,
210582_s_at,LIMK2,NM_001031801 /// NM_005569 /// NM_016733,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210581_x_at,ZNF278,NM_014323 /// NM_032050 /// NM_032051 /// NM_032052,22,94.03918211,99.08329459,91.35806312,99.68329434,120.9317966,119.128099,100.7740367,100.325186,95.61467882,127.9733921,127.1061564,139.521153,116.8577742,128.4132371,,,,,,,,,,,,,,
210276_s_at,TRIOBP,NM_007032 /// NM_138632,22,103.0199529,106.5738845,109.4455727,101.6946435,131.3971179,124.6578685,91.64727965,106.8260736,76.47253495,96.42196976,88.66668449,78.93865257,122.3126765,119.0736178,,,,,,,,,,,,,,
210144_at,TBC1D22A,NM_014346,22,51.97081519,46.20381676,49.98107651,56.41589856,43.38787282,49.73501262,55.64654295,51.4104595,56.86307014,51.71425474,55.5440274,61.89752776,53.72307214,53.11140828,,,,,,,,,,,,,,
210070_s_at,CHKB /// CPT1B,NM_004377 /// NM_005198 /// NM_152245 /// NM_152246 /// NM_152247 /// NM_152253,22,52.10066581,67.1115898,65.53211078,62.53968628,69.69917928,59.97711082,55.81418239,47.26793445,54.25258763,50.23636032,64.05326469,58.65125992,50.53321756,55.06447902,,,,,,,,,,,,,,
210069_at,CHKB /// CPT1B,NM_004377 /// NM_005198 /// NM_152245 /// NM_152246 /// NM_152247 /// NM_152253,22,39.87243671,41.30257349,39.68962225,52.4754278,43.44475577,43.26234604,33.00562619,31.23951354,33.78779214,32.600681,32.57808263,32.3781832,35.14481798,43.30134268,,,,,,,,,,,,,,
210026_s_at,CARD10,NM_014550,22,50.16154847,43.83648079,46.82963164,38.96021746,33.42649297,42.41374028,41.90353177,49.44284443,47.90651568,42.65964832,51.16517085,54.22137791,44.55792396,51.82081652,,,,,,,,,,,,,,
210025_s_at,CARD10,NM_014550,22,64.80843982,67.598057,55.90596084,70.70302924,66.84324225,62.18349733,73.25828706,61.12158127,63.01048412,69.08353601,82.29483754,90.78173515,81.53739892,70.06441471,,,,,,,,,,,,,,
210012_s_at,EWSR1,NM_005243 /// NM_013986,22,14.19951742,14.03113673,14.26719694,12.61746398,13.67122009,13.59119155,13.99180295,13.28899494,13.45219718,14.64869231,16.54014756,15.24104498,14.50753071,15.57823751,,,,,,,,,,,,,,
210011_s_at,EWSR1,NM_005243 /// NM_013986,22,159.677784,104.8279927,151.5678746,178.2354071,220.0823942,178.1810414,123.2992425,150.4697607,148.0191499,158.8080308,226.6135008,206.0570678,163.8725105,178.7154035,,,,,,,,,,,,,,
210010_s_at,SLC25A1,NM_005984,22,150.7966124,126.5216204,149.5599217,150.0406804,169.9020912,141.3345218,180.4593555,134.190621,122.9305757,117.9098,163.9827148,100.8928485,156.4036326,140.1472641,,,,,,,,,,,,,,
209981_at,CSDC2,NM_014460,22,156.991205,138.7736668,164.3365839,144.7670933,141.9697559,178.8678067,219.1127858,146.124072,150.639894,130.3810032,125.5693113,167.8512939,163.850901,183.1814872,,,,,,,,,,,,,,
209919_x_at,GGT1,NM_001032364 /// NM_001032365 /// NM_005265 /// NM_013430,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209918_at,GGTL4,NM_080839 /// NM_199127,22,65.40641109,75.83121756,65.70220711,68.33487432,65.83441535,60.62370628,57.82574647,69.73012465,65.88964231,66.93041141,83.21662742,94.54768057,81.86925612,66.30520335,,,,,,,,,,,,,,
209843_s_at,SOX10,NM_006941,22,128.1083077,151.9002243,128.2851234,104.8774117,105.6537266,96.21701381,139.0326453,93.92257387,113.6906622,118.7562809,129.859714,137.0359044,117.903292,93.43556345,,,,,,,,,,,,,,
209842_at,SOX10,NM_006941,22,119.9533891,113.837344,126.836858,65.10742756,58.0204665,63.41578798,126.8614686,82.54905935,76.23914331,93.52238265,64.45588037,71.10996905,64.26271015,60.406412,,,,,,,,,,,,,,
209764_at,MGAT3,NM_002409,22,135.4944456,108.5819132,140.0181337,119.6245739,148.7359883,127.8581409,143.8498432,116.2542601,136.7910437,128.8179727,137.833241,144.9759576,158.3518758,145.8336633,,,,,,,,,,,,,,
209729_at,GAS2L1,NM_006478 /// NM_152236 /// NM_152237,22,137.2298044,115.7028022,118.9218397,126.49879,159.4267657,113.0784237,146.1919446,100.9592975,131.9447249,118.5901295,145.3673937,122.9024624,112.4172659,100.2626338,,,,,,,,,,,,,,
209718_at,hCAP-H2,NM_014551 /// NM_152299,22,83.06966263,72.85720765,72.02919198,75.94115096,81.42671125,66.62584874,86.4275992,74.39737301,81.35956405,81.67655054,106.9179138,122.6981842,92.54352493,80.28342064,,,,,,,,,,,,,,
209650_s_at,TBC1D22A,NM_014346,22,169.279121,159.6313475,150.3457279,171.7087822,166.8086205,167.1037342,158.9236536,157.0946009,157.3136594,156.8682775,183.4750619,190.7924171,183.026679,169.4751708,,,,,,,,,,,,,,
209605_at,TST,NM_003312,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209584_x_at,APOBEC3C,NM_014508,22,47.62674182,47.07960141,42.56660667,48.13051857,47.62674182,43.24975046,41.33465274,47.62674182,46.82963164,49.00782334,49.71880706,44.94222889,50.62541394,46.96552451,,,,,,,,,,,,,,
209546_s_at,APOL1,NM_003661 /// NM_145343 /// NM_145344,22,73.85941147,76.27667302,72.56993955,76.27667302,66.00575449,70.01538414,73.17758051,71.25256441,83.82623397,82.25605955,76.52505034,94.08416805,85.21764131,74.73177991,,,,,,,,,,,,,,
209511_at,POLR2F,NM_021974,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209494_s_at,ZNF278,NM_014323 /// NM_032050 /// NM_032051 /// NM_032052,22,117.5988297,120.1689042,100.8327086,109.3515613,109.6278231,87.26553102,114.7324902,100.5381951,103.6596187,116.766272,95.09252117,101.0146049,108.5518071,102.4843478,,,,,,,,,,,,,,
209431_s_at,ZNF278,NM_014323 /// NM_032050 /// NM_032051 /// NM_032052,22,117.1968399,88.39666105,127.471419,169.5973828,199.3362137,198.7828964,111.7390684,127.4943828,142.0898842,106.0315769,122.5290285,116.3139097,131.8642887,142.4912819,,,,,,,,,,,,,,
209427_at,SMTN,NM_006932 /// NM_134269 /// NM_134270,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209419_at,C22orf19,NM_001002877 /// NM_001002878 /// NM_001002879 /// NM_003678,22,13.32792332,13.32792332,13.84928836,12.70434348,12.77764434,13.11840168,12.60330333,13.28291525,13.75286302,14.2919421,13.34224987,14.68966882,13.14352173,12.92641234,,,,,,,,,,,,,,
209418_s_at,C22orf19,NM_001002877 /// NM_001002878 /// NM_001002879 /// NM_003678,22,77.54166534,63.91267587,61.48148135,77.34091785,72.35194982,64.80799,71.27084177,71.00752219,71.65721961,76.06811208,86.00508864,73.75812282,67.29092331,63.18499831,,,,,,,,,,,,,,
209299_x_at,PPIL2,NM_014337 /// NM_148175 /// NM_148176,22,168.8045494,168.2251872,171.095756,166.7866237,176.7676132,184.2485984,152.1784181,164.0884375,159.4090617,164.732319,182.2923111,197.6179554,183.7180935,165.7103576,,,,,,,,,,,,,,
209214_s_at,EWSR1,NM_005243 /// NM_013986,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
